origin,destination,fast_product_quantity,normal_product_quantity
node_09_B,node_12_B,95,2556
node_09_B,node_12_C,85,1793
node_09_B,node_12_A,145,1359
node_09_B,node_13_B,30,734
node_09_B,node_13_C,21,394
node_09_B,node_13_A,57,817
node_09_B,node_14_B,1391,11763
node_09_B,node_14_C,350,2740
node_09_B,node_14_A,189,1866
node_09_B,node_15_B,180,1249
node_09_B,node_15_C,171,834
node_09_B,node_15_A,99,367
node_09_B,node_16_B,139,1496
node_09_B,node_16_C,63,726
node_09_B,node_16_A,110,1260
node_09_B,node_17_B,91,746
node_09_B,node_17_C,90,849
node_09_B,node_17_A,49,341
node_09_B,node_18_B,10,254
node_09_B,node_18_C,8,175
node_09_B,node_18_A,40,563
node_09_B,node_19_B,9,47
node_09_B,node_19_C,11,33
node_09_B,node_19_A,69,150
node_09_B,node_20_B,659,3579
node_09_B,node_20_C,334,3130
node_09_B,node_20_A,126,1470
node_09_B,node_21_B,136,392
node_09_B,node_21_C,243,666
node_09_B,node_21_A,113,289
node_09_B,node_22_B,63,1590
node_09_B,node_22_C,68,1736
node_09_B,node_22_A,281,3053
node_09_B,node_23_B,44,928
node_09_B,node_23_C,113,2498
node_09_B,node_23_A,231,3874
node_09_B,node_24_B,12,3
node_09_B,node_24_C,13,1
node_09_B,node_24_A,31,6
node_09_B,node_25_B,313,231
node_09_B,node_25_C,184,92
node_09_B,node_25_A,304,55
node_09_B,node_26_B,23,503
node_09_B,node_26_C,79,1336
node_09_B,node_26_A,58,829
node_09_B,node_27_B,690,11140
node_09_B,node_27_C,450,10864
node_09_B,node_27_A,471,5571
node_09_C,node_01_B,142,927
node_09_C,node_01_C,157,1248
node_09_C,node_01_A,126,773
node_09_C,node_02_B,136,1398
node_09_C,node_02_C,175,2523
node_09_C,node_02_A,114,1022
node_09_C,node_03_B,49,517
node_09_C,node_03_C,65,543
node_09_C,node_03_A,50,320
node_09_C,node_04_B,958,13651
node_09_C,node_04_C,151,2063
node_09_C,node_04_A,274,3845
node_09_C,node_05_B,161,1561
node_09_C,node_05_C,38,501
node_09_C,node_06_B,88,1084
node_09_C,node_06_C,17,265
node_09_C,node_06_A,67,435
node_09_C,node_07_B,51,339
node_09_C,node_07_C,138,586
node_09_C,node_08_B,506,4396
node_09_C,node_08_C,74,1041
node_09_C,node_08_A,185,657
node_09_C,node_10_B,50,342
node_09_C,node_10_C,23,256
node_09_C,node_10_A,55,210
node_09_C,node_11_B,115,900
node_09_C,node_11_C,106,1116
node_09_C,node_11_A,188,1648
node_09_C,node_12_B,106,1589
node_09_C,node_12_C,88,1036
node_09_C,node_12_A,109,778
node_09_C,node_13_B,31,368
node_09_C,node_13_C,15,236
node_09_C,node_13_A,46,414
node_09_C,node_14_B,941,6361
node_09_C,node_14_C,263,1342
node_09_C,node_14_A,143,985
node_09_C,node_15_B,153,602
node_09_C,node_15_C,145,472
node_09_C,node_15_A,103,159
node_09_C,node_16_B,101,675
node_09_C,node_16_C,46,314
node_09_C,node_16_A,87,450
node_09_C,node_17_B,68,363
node_09_C,node_17_C,61,468
node_09_C,node_17_A,33,153
node_09_C,node_18_B,11,175
node_09_C,node_18_C,11,94
node_09_C,node_18_A,30,329
node_09_C,node_19_B,11,25
node_09_C,node_19_C,3,26
node_09_C,node_19_A,50,58
node_09_C,node_20_B,475,2116
node_09_C,node_20_C,250,2023
node_09_C,node_20_A,89,1000
node_09_C,node_21_B,117,143
node_09_C,node_21_C,173,407
node_09_C,node_21_A,92,160
node_09_C,node_22_B,54,562
node_09_C,node_22_C,58,759
node_09_C,node_22_A,195,1720
node_09_C,node_23_B,38,565
node_09_C,node_23_C,121,1533
node_09_C,node_23_A,177,1782
node_09_C,node_24_B,5,0
node_09_C,node_24_C,3,1
node_09_C,node_24_A,21,0
node_09_C,node_25_B,164,106
node_09_C,node_25_C,86,33
node_09_C,node_25_A,128,40
node_09_C,node_26_B,38,339
node_09_C,node_26_C,100,937
node_09_C,node_26_A,75,476
node_09_C,node_27_B,464,6210
node_09_C,node_27_C,339,5840
node_09_C,node_27_A,314,3053
node_09_A,node_01_B,132,1214
node_09_A,node_01_C,151,1491
node_09_A,node_01_A,141,1161
node_09_A,node_02_B,203,2005
node_09_A,node_02_C,136,2585
node_09_A,node_02_A,122,1380
node_09_A,node_03_B,50,938
node_09_A,node_03_C,63,868
node_09_A,node_03_A,61,1049
node_09_A,node_04_B,1028,15050
node_09_A,node_04_C,154,2391
node_09_A,node_04_A,341,5063
node_09_A,node_05_B,137,2063
node_09_A,node_05_C,57,507
node_09_A,node_06_B,64,1267
node_09_A,node_06_C,18,316
node_09_A,node_06_A,54,679
node_09_A,node_07_B,56,525
node_09_A,node_07_C,92,853
node_09_A,node_08_B,444,6033
node_09_A,node_08_C,69,1435
node_09_A,node_08_A,194,1158
node_09_A,node_10_B,48,703
node_09_A,node_10_C,31,374
node_09_A,node_10_A,75,524
node_09_A,node_11_B,105,1940
node_09_A,node_11_C,99,2020
node_09_A,node_11_A,272,3637
node_09_A,node_12_B,89,1969
node_09_A,node_12_C,70,1276
node_09_A,node_12_A,138,1442
node_09_A,node_13_B,27,606
node_09_A,node_13_C,10,357
node_09_A,node_13_A,41,702
node_09_A,node_14_B,949,7362
node_09_A,node_14_C,257,1797
node_09_A,node_14_A,154,1668
node_09_A,node_15_B,144,889
node_09_A,node_15_C,125,700
node_09_A,node_15_A,120,439
node_09_A,node_16_B,95,1246
node_09_A,node_16_C,26,600
node_09_A,node_16_A,80,1007
node_09_A,node_17_B,83,852
node_09_A,node_17_C,79,921
node_09_A,node_17_A,40,427
node_09_A,node_18_B,11,210
node_09_A,node_18_C,5,162
node_09_A,node_18_A,32,614
node_09_A,node_19_B,11,70
node_09_A,node_19_C,6,44
node_09_A,node_19_A,59,238
node_09_A,node_20_B,514,3874
node_09_A,node_20_C,233,3465
node_09_A,node_20_A,152,2011
node_09_A,node_21_B,162,722
node_09_A,node_21_C,230,1286
node_09_A,node_21_A,150,732
node_09_A,node_22_B,106,1340
node_09_A,node_22_C,87,1721
node_09_A,node_22_A,295,3768
node_09_A,node_23_B,32,818
node_09_A,node_23_C,83,2078
node_09_A,node_23_A,271,3040
node_09_A,node_24_B,7,22
node_09_A,node_24_C,5,10
node_09_A,node_24_A,28,29
node_09_A,node_25_B,196,518
node_09_A,node_25_C,121,230
node_09_A,node_25_A,167,339
node_09_A,node_26_B,24,408
node_09_A,node_26_C,59,1098
node_09_A,node_26_A,62,838
node_09_A,node_27_B,476,5638
node_09_A,node_27_C,288,5574
node_09_A,node_27_A,416,3370
node_10_B,node_01_B,33,128
node_10_B,node_01_C,35,140
node_10_B,node_01_A,40,131
node_10_B,node_02_B,71,203
node_10_B,node_02_C,62,515
node_10_B,node_02_A,34,92
node_10_B,node_03_B,7,37
node_10_B,node_03_C,16,40
node_10_B,node_03_A,9,62
node_10_B,node_04_B,452,2321
node_10_B,node_04_C,80,296
node_10_B,node_04_A,141,1128
node_10_B,node_05_B,46,162
node_10_B,node_05_C,14,35
node_10_B,node_06_B,24,54
node_10_B,node_06_C,6,18
node_10_B,node_06_A,13,40
node_10_B,node_07_B,126,161
node_10_B,node_07_C,56,81
node_10_B,node_08_B,178,978
node_10_B,node_08_C,40,315
node_10_B,node_08_A,45,135
node_10_B,node_09_B,50,333
node_10_B,node_09_C,34,230
node_10_B,node_09_A,37,226
node_10_B,node_11_B,23,111
node_10_B,node_11_C,32,149
node_10_B,node_11_A,60,213
node_10_B,node_12_B,32,173
node_10_B,node_12_C,21,84
node_10_B,node_12_A,27,98
node_10_B,node_13_B,96,156
node_10_B,node_13_C,53,125
node_10_B,node_13_A,137,200
node_10_B,node_14_B,308,989
node_10_B,node_14_C,59,193
node_10_B,node_14_A,70,136
node_10_B,node_15_B,23,86
node_10_B,node_15_C,26,51
node_10_B,node_15_A,17,25
node_10_B,node_16_B,251,449
node_10_B,node_16_C,109,201
node_10_B,node_16_A,205,269
node_10_B,node_17_B,114,284
node_10_B,node_17_C,43,170
node_10_B,node_17_A,15,51
node_10_B,node_18_B,2,15
node_10_B,node_18_C,0,14
node_10_B,node_18_A,13,38
node_10_B,node_19_B,1,10
node_10_B,node_19_C,1,3
node_10_B,node_19_A,4,3
node_10_B,node_20_B,262,480
node_10_B,node_20_C,127,419
node_10_B,node_20_A,55,133
node_10_B,node_21_B,28,26
node_10_B,node_21_C,23,43
node_10_B,node_21_A,19,36
node_10_B,node_22_B,19,62
node_10_B,node_22_C,16,63
node_10_B,node_22_A,51,205
node_10_B,node_23_B,12,54
node_10_B,node_23_C,28,102
node_10_B,node_23_A,76,222
node_10_B,node_24_B,0,0
node_10_B,node_24_C,0,0
node_10_B,node_24_A,1,0
node_10_B,node_25_B,18,14
node_10_B,node_25_C,19,4
node_10_B,node_25_A,23,0
node_10_B,node_26_B,20,32
node_10_B,node_26_C,26,56
node_10_B,node_26_A,22,51
node_10_B,node_27_B,185,2984
node_10_B,node_27_C,135,1157
node_10_B,node_27_A,159,590
node_10_C,node_01_B,9,52
node_10_C,node_01_C,9,76
node_10_C,node_01_A,11,74
node_10_C,node_02_B,16,99
node_10_C,node_02_C,11,277
node_10_C,node_02_A,10,40
node_10_C,node_03_B,5,13
node_10_C,node_03_C,9,13
node_10_C,node_03_A,4,27
node_10_C,node_04_B,114,1326
node_10_C,node_04_C,20,131
node_10_C,node_04_A,37,741
node_10_C,node_05_B,11,47
node_10_C,node_05_C,6,17
node_10_C,node_06_B,7,13
node_10_C,node_06_C,1,5
node_10_C,node_06_A,3,14
node_10_C,node_07_B,75,130
node_10_C,node_07_C,31,47
node_10_C,node_08_B,94,489
node_10_C,node_08_C,11,170
node_10_C,node_08_A,25,84
node_10_C,node_09_B,18,116
node_10_C,node_09_C,10,94
node_10_C,node_09_A,11,90
node_10_C,node_11_B,3,39
node_10_C,node_11_C,5,65
node_10_C,node_11_A,10,86
node_10_C,node_12_B,5,73
node_10_C,node_12_C,6,32
node_10_C,node_12_A,9,50
node_10_C,node_13_B,42,69
node_10_C,node_13_C,39,106
node_10_C,node_13_A,67,119
node_10_C,node_14_B,115,574
node_10_C,node_14_C,24,105
node_10_C,node_14_A,19,56
node_10_C,node_15_B,9,58
node_10_C,node_15_C,5,36
node_10_C,node_15_A,1,14
node_10_C,node_16_B,104,271
node_10_C,node_16_C,62,102
node_10_C,node_16_A,107,174
node_10_C,node_17_B,34,164
node_10_C,node_17_C,20,95
node_10_C,node_17_A,9,22
node_10_C,node_18_B,0,6
node_10_C,node_18_C,1,5
node_10_C,node_18_A,6,25
node_10_C,node_19_B,1,0
node_10_C,node_19_C,1,1
node_10_C,node_19_A,5,5
node_10_C,node_20_B,92,248
node_10_C,node_20_C,45,224
node_10_C,node_20_A,7,55
node_10_C,node_21_B,17,30
node_10_C,node_21_C,9,29
node_10_C,node_21_A,5,25
node_10_C,node_22_B,5,35
node_10_C,node_22_C,2,14
node_10_C,node_22_A,22,59
node_10_C,node_23_B,2,10
node_10_C,node_23_C,11,36
node_10_C,node_23_A,28,93
node_10_C,node_24_C,0,0
node_10_C,node_24_A,1,0
node_10_C,node_25_B,11,7
node_10_C,node_25_C,10,1
node_10_C,node_25_A,9,1
node_10_C,node_26_B,6,18
node_10_C,node_26_C,9,29
node_10_C,node_26_A,8,22
node_10_C,node_27_B,59,1684
node_10_C,node_27_C,40,716
node_10_C,node_27_A,63,365
node_10_A,node_01_B,108,217
node_10_A,node_01_C,109,236
node_10_A,node_01_A,79,237
node_10_A,node_02_B,227,312
node_10_A,node_02_C,272,647
node_10_A,node_02_A,171,176
node_10_A,node_03_B,54,88
node_10_A,node_03_C,47,90
node_10_A,node_03_A,44,114
node_10_A,node_04_B,1326,3473
node_10_A,node_04_C,243,459
node_10_A,node_04_A,296,1581
node_10_A,node_05_B,192,248
node_10_A,node_05_C,73,73
node_10_A,node_06_B,107,120
node_10_A,node_06_C,21,25
node_10_A,node_06_A,38,78
node_10_A,node_07_B,457,479
node_10_A,node_07_C,151,163
node_10_A,node_08_B,399,1525
node_10_A,node_08_C,83,407
node_10_A,node_08_A,80,219
node_10_A,node_09_B,127,517
node_10_A,node_09_C,100,322
node_10_A,node_09_A,72,266
node_10_A,node_11_B,55,176
node_10_A,node_11_C,58,231
node_10_A,node_11_A,115,397
node_10_A,node_12_B,98,251
node_10_A,node_12_C,106,151
node_10_A,node_12_A,107,196
node_10_A,node_13_B,198,363
node_10_A,node_13_C,120,235
node_10_A,node_13_A,319,542
node_10_A,node_14_B,713,1588
node_10_A,node_14_C,166,306
node_10_A,node_14_A,155,250
node_10_A,node_15_B,51,134
node_10_A,node_15_C,47,87
node_10_A,node_15_A,31,36
node_10_A,node_16_B,417,769
node_10_A,node_16_C,194,331
node_10_A,node_16_A,438,671
node_10_A,node_17_B,298,635
node_10_A,node_17_C,169,342
node_10_A,node_17_A,61,115
node_10_A,node_18_B,18,19
node_10_A,node_18_C,10,19
node_10_A,node_18_A,32,71
node_10_A,node_19_B,7,12
node_10_A,node_19_C,4,7
node_10_A,node_19_A,21,76
node_10_A,node_20_B,443,894
node_10_A,node_20_C,282,646
node_10_A,node_20_A,81,231
node_10_A,node_21_B,86,113
node_10_A,node_21_C,83,121
node_10_A,node_21_A,42,89
node_10_A,node_22_B,52,108
node_10_A,node_22_C,65,105
node_10_A,node_22_A,142,341
node_10_A,node_23_B,37,76
node_10_A,node_23_C,103,218
node_10_A,node_23_A,203,454
node_10_A,node_24_B,0,6
node_10_A,node_24_C,1,0
node_10_A,node_24_A,9,7
node_10_A,node_25_B,46,52
node_10_A,node_25_C,35,23
node_10_A,node_25_A,37,25
node_10_A,node_26_B,66,83
node_10_A,node_26_C,105,127
node_10_A,node_26_A,71,130
node_10_A,node_27_B,290,3586
node_10_A,node_27_C,272,1756
node_10_A,node_27_A,260,877
node_11_B,node_01_B,92,3315
node_11_B,node_01_C,86,3473
node_11_B,node_01_A,79,2582
node_11_B,node_02_B,168,7632
node_11_B,node_02_C,164,10196
node_11_B,node_02_A,95,4980
node_11_B,node_03_B,26,384
node_11_B,node_03_C,24,507
node_11_B,node_03_A,39,357
node_11_B,node_04_B,1226,15558
node_11_B,node_04_C,142,1993
node_11_B,node_04_A,265,4347
node_11_B,node_05_B,81,1212
node_11_B,node_05_C,14,290
node_11_B,node_06_B,35,831
node_11_B,node_06_C,8,245
node_11_B,node_06_A,34,471
node_11_B,node_07_B,23,295
node_11_B,node_07_C,40,511
node_11_B,node_08_B,175,4534
node_11_B,node_08_C,27,1116
node_11_B,node_08_A,80,598
node_11_B,node_09_B,169,6390
node_11_B,node_09_C,108,4423
node_11_B,node_09_A,147,3822
node_11_B,node_10_B,31,330
node_11_B,node_10_C,21,182
node_11_B,node_10_A,41,273
node_11_B,node_12_B,158,5985
node_11_B,node_12_C,85,4082
node_11_B,node_12_A,244,3820
node_11_B,node_13_B,21,274
node_11_B,node_13_C,7,166
node_11_B,node_13_A,48,401
node_11_B,node_14_B,575,4976
node_11_B,node_14_C,146,1058
node_11_B,node_14_A,124,766
node_11_B,node_15_B,162,2899
node_11_B,node_15_C,123,2874
node_11_B,node_15_A,112,1263
node_11_B,node_16_B,86,697
node_11_B,node_16_C,24,341
node_11_B,node_16_A,60,539
node_11_B,node_17_B,41,452
node_11_B,node_17_C,31,460
node_11_B,node_17_A,21,251
node_11_B,node_18_B,9,101
node_11_B,node_18_C,9,77
node_11_B,node_18_A,30,280
node_11_B,node_19_B,12,37
node_11_B,node_19_C,0,29
node_11_B,node_19_A,24,139
node_11_B,node_20_B,216,1662
node_11_B,node_20_C,109,1360
node_11_B,node_20_A,49,596
node_11_B,node_21_B,36,288
node_11_B,node_21_C,52,412
node_11_B,node_21_A,38,221
node_11_B,node_22_B,32,764
node_11_B,node_22_C,49,949
node_11_B,node_22_A,138,1663
node_11_B,node_23_B,24,652
node_11_B,node_23_C,71,1595
node_11_B,node_23_A,204,2504
node_11_B,node_24_B,1,31
node_11_B,node_24_C,4,12
node_11_B,node_24_A,5,32
node_11_B,node_25_B,51,328
node_11_B,node_25_C,30,173
node_11_B,node_25_A,52,182
node_11_B,node_26_B,22,342
node_11_B,node_26_C,35,982
node_11_B,node_26_A,46,729
node_11_B,node_27_B,352,6061
node_11_B,node_27_C,221,4568
node_11_B,node_27_A,236,2813
node_11_C,node_01_B,88,747
node_11_C,node_01_C,89,786
node_11_C,node_01_A,91,572
node_11_C,node_02_B,121,1358
node_11_C,node_02_C,115,2295
node_11_C,node_02_A,68,982
node_11_C,node_03_B,23,267
node_11_C,node_03_C,35,277
node_11_C,node_03_A,32,205
node_11_C,node_04_B,1206,15688
node_11_C,node_04_C,151,2039
node_11_C,node_04_A,347,4342
node_11_C,node_05_B,101,1475
node_11_C,node_05_C,29,379
node_11_C,node_06_B,36,903
node_11_C,node_06_C,12,184
node_11_C,node_06_A,53,585
node_11_C,node_07_B,41,371
node_11_C,node_07_C,65,531
node_11_C,node_08_B,210,2264
node_11_C,node_08_C,34,616
node_11_C,node_08_A,89,409
node_11_C,node_09_B,141,1482
node_11_C,node_09_C,71,1109
node_11_C,node_09_A,89,920
node_11_C,node_10_B,26,133
node_11_C,node_10_C,12,91
node_11_C,node_10_A,32,149
node_11_C,node_12_B,171,1814
node_11_C,node_12_C,112,1077
node_11_C,node_12_A,248,989
node_11_C,node_13_B,19,133
node_11_C,node_13_C,8,80
node_11_C,node_13_A,41,152
node_11_C,node_14_B,650,5004
node_11_C,node_14_C,149,1112
node_11_C,node_14_A,122,631
node_11_C,node_15_B,142,467
node_11_C,node_15_C,183,316
node_11_C,node_15_A,120,157
node_11_C,node_16_B,76,433
node_11_C,node_16_C,27,210
node_11_C,node_16_A,59,324
node_11_C,node_17_B,49,153
node_11_C,node_17_C,31,230
node_11_C,node_17_A,16,114
node_11_C,node_18_B,6,81
node_11_C,node_18_C,1,55
node_11_C,node_18_A,20,205
node_11_C,node_19_B,5,18
node_11_C,node_19_C,5,10
node_11_C,node_19_A,25,47
node_11_C,node_20_B,226,991
node_11_C,node_20_C,141,840
node_11_C,node_20_A,66,445
node_11_C,node_21_B,42,75
node_11_C,node_21_C,50,157
node_11_C,node_21_A,40,94
node_11_C,node_22_B,36,489
node_11_C,node_22_C,37,746
node_11_C,node_22_A,128,1159
node_11_C,node_23_B,37,661
node_11_C,node_23_C,95,1686
node_11_C,node_23_A,223,2428
node_11_C,node_24_B,5,12
node_11_C,node_24_C,1,5
node_11_C,node_24_A,12,10
node_11_C,node_25_B,67,135
node_11_C,node_25_C,44,57
node_11_C,node_25_A,59,89
node_11_C,node_26_B,20,310
node_11_C,node_26_C,80,784
node_11_C,node_26_A,105,668
node_11_C,node_27_B,370,6903
node_11_C,node_27_C,220,5637
node_11_C,node_27_A,263,2921
node_11_A,node_01_B,412,2372
node_11_A,node_01_C,429,2395
node_11_A,node_01_A,423,1939
node_11_A,node_02_B,500,3159
node_11_A,node_02_C,495,4839
node_11_A,node_02_A,374,2596
node_11_A,node_03_B,72,810
node_11_A,node_03_C,93,811
node_11_A,node_03_A,108,1040
node_11_A,node_04_B,3339,28487
node_11_A,node_04_C,504,4160
node_11_A,node_04_A,1122,7819
node_11_A,node_05_B,372,3430
node_11_A,node_05_C,79,888
node_11_A,node_06_B,202,1943
node_11_A,node_06_C,40,488
node_11_A,node_06_A,150,1004
node_11_A,node_07_B,97,716
node_11_A,node_07_C,196,1436
node_11_A,node_08_B,547,5354
node_11_A,node_08_C,108,1449
node_11_A,node_08_A,212,1247
node_11_A,node_09_B,711,7293
node_11_A,node_09_C,530,5087
node_11_A,node_09_A,500,4317
node_11_A,node_10_B,95,681
node_11_A,node_10_C,51,408
node_11_A,node_10_A,135,681
node_11_A,node_12_B,535,5181
node_11_A,node_12_C,437,3259
node_11_A,node_12_A,793,3995
node_11_A,node_13_B,65,676
node_11_A,node_13_C,30,330
node_11_A,node_13_A,128,834
node_11_A,node_14_B,2058,8338
node_11_A,node_14_C,527,2001
node_11_A,node_14_A,489,2171
node_11_A,node_15_B,601,2399
node_11_A,node_15_C,430,2132
node_11_A,node_15_A,457,1268
node_11_A,node_16_B,245,1477
node_11_A,node_16_C,100,676
node_11_A,node_16_A,204,1237
node_11_A,node_17_B,127,923
node_11_A,node_17_C,120,1083
node_11_A,node_17_A,57,437
node_11_A,node_18_B,22,208
node_11_A,node_18_C,9,151
node_11_A,node_18_A,56,573
node_11_A,node_19_B,13,109
node_11_A,node_19_C,6,74
node_11_A,node_19_A,73,409
node_11_A,node_20_B,690,3732
node_11_A,node_20_C,445,3253
node_11_A,node_20_A,207,2139
node_11_A,node_21_B,106,490
node_11_A,node_21_C,146,768
node_11_A,node_21_A,107,468
node_11_A,node_22_B,76,979
node_11_A,node_22_C,113,1285
node_11_A,node_22_A,377,3346
node_11_A,node_23_B,122,1311
node_11_A,node_23_C,312,3272
node_11_A,node_23_A,725,5225
node_11_A,node_24_B,11,27
node_11_A,node_24_C,9,13
node_11_A,node_24_A,32,46
node_11_A,node_25_B,206,498
node_11_A,node_25_C,116,313
node_11_A,node_25_A,200,268
node_11_A,node_26_B,63,578
node_11_A,node_26_C,190,1815
node_11_A,node_26_A,190,1311
node_11_A,node_27_B,1009,8235
node_11_A,node_27_C,784,7456
node_11_A,node_27_A,933,4362
node_12_B,node_01_B,53,824
node_12_B,node_01_C,59,826
node_12_B,node_01_A,44,558
node_12_B,node_02_B,96,1016
node_12_B,node_02_C,119,1965
node_12_B,node_02_A,50,652
node_12_B,node_03_B,13,211
node_12_B,node_03_C,26,274
node_12_B,node_03_A,23,163
node_12_B,node_04_B,1880,18293
node_12_B,node_04_C,248,2048
node_12_B,node_04_A,500,5615
node_12_B,node_05_B,140,1274
node_12_B,node_05_C,23,304
node_12_B,node_06_B,61,868
node_12_B,node_06_C,10,167
node_12_B,node_06_A,42,397
node_12_B,node_07_B,24,284
node_12_B,node_07_C,57,529
node_12_B,node_08_B,124,1964
node_12_B,node_08_C,26,549
node_12_B,node_08_A,58,430
node_12_B,node_09_B,69,1332
node_12_B,node_09_C,42,1037
node_12_B,node_09_A,43,757
node_12_B,node_10_B,18,133
node_12_B,node_10_C,12,67
node_12_B,node_10_A,34,120
node_12_B,node_11_B,103,710
node_12_B,node_11_C,107,1038
node_12_B,node_11_A,247,1378
node_12_B,node_13_B,11,152
node_12_B,node_13_C,5,76
node_12_B,node_13_A,21,148
node_12_B,node_14_B,453,4803
node_12_B,node_14_C,110,1040
node_12_B,node_14_A,96,560
node_12_B,node_15_B,199,701
node_12_B,node_15_C,211,432
node_12_B,node_15_A,122,172
node_12_B,node_16_B,46,386
node_12_B,node_16_C,19,166
node_12_B,node_16_A,43,276
node_12_B,node_17_B,25,160
node_12_B,node_17_C,16,182
node_12_B,node_17_A,13,78
node_12_B,node_18_B,3,37
node_12_B,node_18_C,2,38
node_12_B,node_18_A,13,113
node_12_B,node_19_B,4,14
node_12_B,node_19_C,2,14
node_12_B,node_19_A,18,34
node_12_B,node_20_B,186,1022
node_12_B,node_20_C,78,858
node_12_B,node_20_A,31,346
node_12_B,node_21_B,33,139
node_12_B,node_21_C,39,222
node_12_B,node_21_A,23,89
node_12_B,node_22_B,9,299
node_12_B,node_22_C,30,422
node_12_B,node_22_A,98,872
node_12_B,node_23_B,25,440
node_12_B,node_23_C,50,1210
node_12_B,node_23_A,128,1577
node_12_B,node_24_B,3,0
node_12_B,node_24_C,1,1
node_12_B,node_24_A,5,0
node_12_B,node_25_B,64,53
node_12_B,node_25_C,29,13
node_12_B,node_25_A,56,25
node_12_B,node_26_B,21,255
node_12_B,node_26_C,39,689
node_12_B,node_26_A,47,469
node_12_B,node_27_B,246,4979
node_12_B,node_27_C,149,4335
node_12_B,node_27_A,176,2107
node_12_C,node_01_B,45,463
node_12_C,node_01_C,52,407
node_12_C,node_01_A,51,284
node_12_C,node_02_B,81,820
node_12_C,node_02_C,100,1372
node_12_C,node_02_A,43,617
node_12_C,node_03_B,19,118
node_12_C,node_03_C,26,129
node_12_C,node_03_A,21,89
node_12_C,node_04_B,1579,12909
node_12_C,node_04_C,227,1599
node_12_C,node_04_A,377,3329
node_12_C,node_05_B,134,1132
node_12_C,node_05_C,34,301
node_12_C,node_06_B,98,810
node_12_C,node_06_C,19,135
node_12_C,node_06_A,36,342
node_12_C,node_07_B,27,209
node_12_C,node_07_C,49,443
node_12_C,node_08_B,110,1107
node_12_C,node_08_C,18,328
node_12_C,node_08_A,52,255
node_12_C,node_09_B,59,707
node_12_C,node_09_C,40,526
node_12_C,node_09_A,39,341
node_12_C,node_10_B,18,65
node_12_C,node_10_C,10,57
node_12_C,node_10_A,21,67
node_12_C,node_11_B,63,464
node_12_C,node_11_C,87,684
node_12_C,node_11_A,149,696
node_12_C,node_13_B,13,114
node_12_C,node_13_C,5,53
node_12_C,node_13_A,23,108
node_12_C,node_14_B,356,2871
node_12_C,node_14_C,93,597
node_12_C,node_14_A,69,387
node_12_C,node_15_B,131,389
node_12_C,node_15_C,150,271
node_12_C,node_15_A,70,102
node_12_C,node_16_B,34,209
node_12_C,node_16_C,15,109
node_12_C,node_16_A,33,151
node_12_C,node_17_B,28,182
node_12_C,node_17_C,25,255
node_12_C,node_17_A,13,68
node_12_C,node_18_B,2,27
node_12_C,node_18_C,2,22
node_12_C,node_18_A,7,86
node_12_C,node_19_B,2,7
node_12_C,node_19_C,2,6
node_12_C,node_19_A,15,17
node_12_C,node_20_B,113,620
node_12_C,node_20_C,64,536
node_12_C,node_20_A,33,219
node_12_C,node_21_B,31,36
node_12_C,node_21_C,24,111
node_12_C,node_21_A,14,53
node_12_C,node_22_B,20,164
node_12_C,node_22_C,15,322
node_12_C,node_22_A,64,626
node_12_C,node_23_B,22,252
node_12_C,node_23_C,54,690
node_12_C,node_23_A,96,883
node_12_C,node_24_B,1,1
node_12_C,node_24_C,1,0
node_12_C,node_24_A,3,1
node_12_C,node_25_B,51,46
node_12_C,node_25_C,29,58
node_12_C,node_25_A,45,21
node_12_C,node_26_B,25,170
node_12_C,node_26_C,41,534
node_12_C,node_26_A,35,326
node_12_C,node_27_B,238,3719
node_12_C,node_27_C,173,3503
node_12_C,node_27_A,176,1669
node_12_A,node_01_B,90,1208
node_12_A,node_01_C,99,1070
node_12_A,node_01_A,103,1383
node_12_A,node_02_B,193,2000
node_12_A,node_02_C,167,3044
node_12_A,node_02_A,125,1574
node_12_A,node_03_B,61,451
node_12_A,node_03_C,95,530
node_12_A,node_03_A,55,632
node_12_A,node_04_B,1813,19936
node_12_A,node_04_C,271,3078
node_12_A,node_04_A,582,6570
node_12_A,node_05_B,288,2874
node_12_A,node_05_C,56,738
node_12_A,node_06_B,152,1774
node_12_A,node_06_C,22,383
node_12_A,node_06_A,88,958
node_12_A,node_07_B,51,587
node_12_A,node_07_C,119,994
node_12_A,node_08_B,224,4146
node_12_A,node_08_C,37,1070
node_12_A,node_08_A,93,678
node_12_A,node_09_B,176,3466
node_12_A,node_09_C,117,2435
node_12_A,node_09_A,132,2295
node_12_A,node_10_B,52,502
node_12_A,node_10_C,26,327
node_12_A,node_10_A,67,457
node_12_A,node_11_B,142,2377
node_12_A,node_11_C,193,2784
node_12_A,node_11_A,419,5253
node_12_A,node_13_B,38,726
node_12_A,node_13_C,21,293
node_12_A,node_13_A,62,655
node_12_A,node_14_B,662,6559
node_12_A,node_14_C,192,1922
node_12_A,node_14_A,177,1500
node_12_A,node_15_B,297,1475
node_12_A,node_15_C,387,1062
node_12_A,node_15_A,231,442
node_12_A,node_16_B,92,693
node_12_A,node_16_C,44,345
node_12_A,node_16_A,84,691
node_12_A,node_17_B,54,686
node_12_A,node_17_C,49,585
node_12_A,node_17_A,25,229
node_12_A,node_18_B,9,144
node_12_A,node_18_C,15,99
node_12_A,node_18_A,31,413
node_12_A,node_19_B,2,50
