origin,des,type,size,flow,extra,dis
node_16_A,node_12_A,Fast,132,1,1,1
node_11_B,node_21_B,Fast,36,1,1,4
node_19_C,node_25_C,Fast,5,1,0,4
node_17_A,node_05_B,Fast,24,1,1,2
node_12_A,node_07_B,Fast,51,1,1,2
node_12_B,node_05_C,Fast,23,1,1,4
node_13_C,node_02_A,Fast,9,1,1,3
node_20_B,node_06_B,Fast,193,1,1,4
node_13_C,node_11_C,Fast,10,1,1,4
node_01_B,node_10_A,Fast,31,1,1,3
node_27_B,node_11_C,Fast,856,1,1,4
node_03_A,node_10_A,Fast,21,1,1,1
node_03_A,node_21_C,Fast,28,1,1,2
node_16_B,node_12_B,Fast,72,1,1,4
node_19_A,node_18_A,Fast,17,1,1,1
node_24_B,node_23_C,Fast,18,1,0,4
node_17_B,node_21_A,Fast,37,1,1,3
node_12_B,node_18_B,Fast,3,1,1,4
node_12_C,node_25_C,Fast,29,1,1,4
node_10_A,node_09_A,Fast,72,1,1,1
node_02_C,node_09_B,Fast,457,1,1,4
node_06_B,node_15_B,Fast,67,1,1,4
node_08_A,node_21_C,Fast,266,1,0,2
node_09_A,node_11_A,Fast,272,1,0,1
node_15_A,node_18_A,Fast,11,1,1,1
node_10_A,node_20_A,Fast,81,1,1,1
node_25_B,node_06_C,Fast,2,1,1,4
node_12_C,node_14_B,Fast,356,1,0,4
node_10_C,node_12_A,Fast,9,1,1,3
node_26_B,node_25_B,Fast,23,1,1,4
node_11_A,node_17_C,Fast,120,1,1,2
node_09_C,node_08_C,Fast,74,1,1,4
node_09_A,node_12_C,Fast,70,1,1,2
node_14_A,node_23_C,Fast,99,1,1,2
node_17_A,node_08_C,Fast,74,1,0,2
node_08_A,node_27_B,Fast,620,1,0,2
node_18_B,node_20_A,Fast,11,1,0,3
node_13_C,node_22_B,Fast,5,1,1,4
node_26_A,node_07_B,Fast,47,1,1,2
node_13_A,node_15_A,Fast,34,1,1,1
node_20_B,node_17_C,Fast,206,1,1,4
node_03_A,node_27_B,Fast,301,1,0,2
node_04_B,node_01_C,Fast,1606,1,1,4
node_27_A,node_08_B,Fast,1059,1,0,2
node_12_A,node_20_A,Fast,92,1,1,1
node_22_B,node_12_C,Fast,2,1,1,4
node_19_A,node_22_C,Fast,11,1,1,2
node_22_A,node_06_C,Fast,16,1,1,2
node_13_B,node_09_B,Fast,37,1,1,4
node_01_A,node_11_C,Fast,77,1,1,2
node_04_C,node_26_A,Fast,202,1,1,3
node_22_C,node_13_C,Fast,2,1,1,4
node_26_B,node_09_B,Fast,46,1,1,4
node_14_B,node_12_C,Fast,521,1,1,4
node_09_A,node_15_C,Fast,125,1,1,2
node_10_A,node_05_B,Fast,192,1,0,2
node_10_B,node_16_B,Fast,251,1,0,4
node_15_A,node_10_C,Fast,10,1,1,2
node_01_A,node_09_A,Fast,104,1,1,1
node_01_A,node_16_A,Fast,52,1,1,1
node_01_C,node_12_A,Fast,86,1,1,3
node_01_B,node_20_A,Fast,45,1,1,3
node_09_B,node_19_A,Fast,69,1,1,3
node_06_A,node_13_A,Fast,24,1,1,1
node_20_A,node_10_B,Fast,53,1,1,2
node_08_B,node_17_C,Fast,464,1,1,4
node_05_B,node_19_B,Fast,4,1,1,4
node_11_A,node_02_B,Fast,500,1,0,2
node_12_A,node_16_C,Fast,44,1,1,2
node_03_B,node_09_B,Fast,36,1,1,4
node_11_B,node_24_C,Fast,4,1,1,4
node_21_B,node_14_B,Fast,131,1,0,4
node_04_A,node_19_A,Fast,309,1,1,1
node_01_C,node_11_C,Fast,72,1,1,4
node_01_C,node_06_B,Fast,50,1,1,4
node_14_C,node_15_C,Fast,161,1,1,4
node_24_A,node_18_B,Fast,1,1,0,2
node_19_C,node_09_C,Fast,2,1,1,4
node_04_A,node_02_B,Fast,1887,1,0,2
node_14_B,node_02_A,Fast,1040,1,1,3
node_17_B,node_13_B,Fast,34,1,1,4
node_06_B,node_04_B,Fast,474,1,0,4
node_15_B,node_01_C,Fast,77,1,1,4
node_15_A,node_03_A,Fast,24,1,1,1
node_16_C,node_22_C,Fast,19,1,1,4
node_19_A,node_20_C,Fast,27,1,0,2
node_24_B,node_04_A,Fast,2,1,0,3
node_21_B,node_16_C,Fast,19,1,1,4
node_13_A,node_07_B,Fast,115,1,0,2
node_25_B,node_16_A,Fast,21,1,1,3
node_13_A,node_22_A,Fast,106,1,1,1
node_17_A,node_04_A,Fast,128,1,0,1
node_18_B,node_10_A,Fast,2,1,1,3
node_03_A,node_11_C,Fast,18,1,1,2
node_21_B,node_22_C,Fast,11,1,1,4
node_04_C,node_12_A,Fast,441,1,1,3
node_12_A,node_03_C,Fast,95,1,1,2
node_01_A,node_06_B,Fast,26,1,1,2
node_22_C,node_19_A,Fast,15,1,1,3
node_10_B,node_05_C,Fast,14,1,1,4
node_10_C,node_03_C,Fast,9,1,1,4
node_17_C,node_10_A,Fast,62,1,1,3
node_20_C,node_24_C,Fast,2,1,1,4
node_23_A,node_07_B,Fast,250,1,1,2
node_18_C,node_01_B,Fast,3,1,1,4
node_25_C,node_04_B,Fast,112,1,0,4
node_15_C,node_20_A,Fast,24,1,1,3
node_26_C,node_08_C,Fast,17,1,1,4
node_20_C,node_15_A,Fast,146,1,1,3
node_12_A,node_10_C,Fast,26,1,1,2
node_22_A,node_15_B,Fast,107,1,1,2
node_04_A,node_26_C,Fast,572,1,1,2
node_16_B,node_22_B,Fast,41,1,1,4
node_04_A,node_15_B,Fast,1100,1,1,2
node_10_B,node_08_C,Fast,40,1,1,4
node_27_A,node_09_C,Fast,397,1,1,2
node_18_B,node_01_C,Fast,2,1,1,4
node_03_A,node_24_A,Fast,21,1,1,1
node_06_A,node_02_C,Fast,79,1,0,2
node_13_A,node_27_A,Fast,206,1,0,1
node_12_B,node_02_B,Fast,96,1,1,4
node_25_C,node_24_A,Fast,1,1,1,3
node_01_B,node_18_A,Fast,12,1,1,3
node_17_A,node_11_A,Fast,25,1,1,1
node_23_A,node_06_B,Fast,421,1,1,2
node_05_C,node_13_C,Fast,4,1,1,4
node_16_B,node_24_C,Fast,4,1,1,4
node_16_B,node_25_A,Fast,97,1,1,3
node_08_B,node_01_B,Fast,411,1,1,4
node_02_C,node_18_A,Fast,96,1,1,3
node_10_B,node_03_C,Fast,16,1,1,4
node_26_A,node_02_A,Fast,137,1,0,1
node_11_B,node_06_C,Fast,8,1,1,4
node_16_A,node_04_C,Fast,192,1,1,2
node_13_B,node_21_B,Fast,11,1,1,4
node_25_C,node_13_B,Fast,7,1,1,4
node_22_A,node_02_B,Fast,147,1,1,2
node_15_C,node_13_C,Fast,7,1,1,4
node_20_B,node_23_B,Fast,132,1,1,4
node_25_C,node_19_C,Fast,1,1,1,4
node_08_C,node_16_A,Fast,99,1,1,3
node_11_A,node_09_B,Fast,711,1,0,2
node_22_C,node_07_C,Fast,8,1,1,4
node_14_B,node_24_B,Fast,36,1,1,4
node_16_A,node_07_C,Fast,116,1,1,2
node_25_A,node_03_C,Fast,95,1,0,2
node_11_B,node_10_B,Fast,31,1,1,4
node_24_B,node_27_C,Fast,5,1,0,4
node_11_A,node_05_C,Fast,79,1,1,2
node_26_A,node_14_B,Fast,584,1,0,2
node_21_A,node_17_C,Fast,36,1,1,2
node_22_B,node_21_B,Fast,25,1,1,4
node_15_A,node_09_A,Fast,43,1,1,1
node_02_B,node_12_C,Fast,350,1,1,4
node_19_A,node_12_A,Fast,19,1,1,1
node_03_A,node_21_A,Fast,33,1,1,1
node_09_C,node_01_B,Fast,142,1,1,4
node_17_A,node_01_B,Fast,43,1,0,2
node_09_C,node_02_C,Fast,175,1,1,4
node_14_C,node_22_C,Fast,86,1,1,4
node_25_A,node_08_C,Fast,13,1,1,2
node_08_B,node_25_C,Fast,283,1,1,4
node_16_A,node_05_B,Fast,109,1,1,2
node_13_C,node_15_C,Fast,14,1,1,4
node_07_B,node_18_A,Fast,9,1,1,3
node_09_C,node_05_C,Fast,38,1,1,4
node_10_A,node_21_B,Fast,86,1,1,2
node_06_B,node_24_B,Fast,1,1,1,4
node_24_A,node_07_C,Fast,3,1,0,2
node_02_A,node_24_B,Fast,1,1,1,2
node_12_A,node_17_B,Fast,54,1,1,2
node_03_A,node_16_C,Fast,11,1,1,2
node_13_A,node_11_B,Fast,22,1,1,2
node_05_B,node_17_C,Fast,54,1,1,4
node_04_A,node_26_A,Fast,662,1,1,1
node_23_A,node_17_C,Fast,154,1,1,2
node_11_C,node_22_B,Fast,36,1,1,4
node_16_B,node_18_C,Fast,7,1,1,4
node_21_A,node_06_B,Fast,9,1,1,2
node_12_C,node_13_C,Fast,5,1,1,4
node_04_B,node_24_C,Fast,36,1,1,4
node_22_B,node_24_A,Fast,1,1,1,3
node_15_A,node_12_A,Fast,190,1,0,1
node_18_C,node_06_A,Fast,1,1,1,3
node_15_C,node_26_B,Fast,10,1,1,4
node_04_A,node_17_B,Fast,602,1,1,2
node_13_A,node_19_C,Fast,2,1,1,2
node_09_B,node_26_A,Fast,58,1,1,3
node_20_A,node_24_C,Fast,2,1,1,2
node_17_B,node_09_A,Fast,47,1,1,3
node_25_A,node_19_B,Fast,2,1,1,2
node_15_C,node_03_B,Fast,82,1,1,4
node_27_C,node_07_B,Fast,129,1,1,4
node_15_B,node_09_C,Fast,48,1,1,4
node_12_A,node_03_A,Fast,55,1,1,1
node_12_C,node_06_A,Fast,36,1,1,3
node_21_B,node_12_A,Fast,27,1,1,3
node_16_C,node_09_A,Fast,55,1,1,3
node_16_B,node_11_B,Fast,67,1,1,4
node_26_A,node_13_C,Fast,8,1,1,2
node_15_C,node_07_C,Fast,27,1,1,4
node_21_B,node_09_C,Fast,30,1,1,4
node_23_B,node_15_A,Fast,26,1,1,3
node_26_B,node_11_C,Fast,25,1,1,4
node_06_B,node_09_C,Fast,22,1,1,4
node_20_A,node_21_C,Fast,1,1,1,2
node_15_B,node_26_A,Fast,34,1,1,3
node_03_C,node_19_B,Fast,10,1,1,4
node_01_A,node_11_A,Fast,185,1,0,1
node_18_C,node_22_C,Fast,1,1,1,4
node_20_B,node_14_A,Fast,657,1,1,3
node_10_A,node_03_A,Fast,44,1,1,1
node_08_C,node_26_C,Fast,33,1,1,4
node_14_B,node_05_B,Fast,986,1,1,4
node_24_A,node_20_A,Fast,5,1,0,1
node_08_A,node_25_C,Fast,93,1,1,2
node_27_A,node_02_B,Fast,798,1,0,2
node_08_A,node_16_C,Fast,74,1,1,2
node_18_B,node_15_B,Fast,2,1,1,4
node_24_A,node_21_B,Fast,5,1,0,2
node_08_C,node_06_B,Fast,25,1,1,4
node_14_C,node_01_B,Fast,46,1,1,4
node_17_B,node_11_C,Fast,16,1,1,4
node_17_A,node_08_B,Fast,271,1,0,2
node_19_A,node_03_B,Fast,32,1,0,2
node_27_C,node_06_B,Fast,481,1,1,4
node_16_A,node_17_A,Fast,77,1,1,1
node_23_A,node_24_A,Fast,363,1,1,1
node_09_A,node_26_B,Fast,24,1,1,2
node_23_A,node_16_A,Fast,239,1,1,1
node_15_B,node_12_C,Fast,66,1,1,4
node_02_B,node_27_C,Fast,1391,1,0,4
node_24_C,node_03_B,Fast,3,1,0,4
node_27_A,node_09_A,Fast,465,1,1,1
node_20_C,node_14_A,Fast,269,1,1,3
node_22_B,node_07_C,Fast,5,1,1,4
node_18_B,node_15_A,Fast,3,1,1,3
node_19_B,node_14_B,Fast,16,1,0,4
node_11_C,node_21_B,Fast,42,1,1,4
node_23_B,node_07_C,Fast,37,1,1,4
node_01_A,node_15_C,Fast,105,1,0,2
node_21_A,node_08_A,Fast,95,1,0,1
node_14_B,node_06_C,Fast,97,1,1,4
node_17_A,node_19_A,Fast,9,1,1,1
node_14_C,node_25_B,Fast,154,1,1,4
node_08_A,node_13_B,Fast,43,1,1,2
node_09_A,node_07_C,Fast,92,1,1,2
node_26_B,node_03_C,Fast,21,1,1,4
node_22_A,node_06_A,Fast,88,1,1,1
node_10_A,node_26_A,Fast,71,1,1,1
node_19_C,node_09_B,Fast,2,1,1,4
node_24_A,node_17_A,Fast,2,1,0,1
node_05_B,node_03_A,Fast,42,1,1,3
node_17_A,node_23_B,Fast,31,1,1,2
node_16_A,node_10_B,Fast,511,1,0,2
node_03_A,node_24_B,Fast,5,1,1,2
node_14_C,node_15_A,Fast,155,1,1,3
node_03_C,node_10_B,Fast,2,1,1,4
node_02_A,node_24_A,Fast,10,1,1,1
node_21_B,node_18_B,Fast,4,1,1,4
node_02_A,node_18_B,Fast,14,1,1,2
node_25_A,node_04_C,Fast,56,1,0,2
node_18_B,node_14_B,Fast,45,1,0,4
node_16_A,node_15_A,Fast,79,1,1,1
node_23_A,node_21_A,Fast,165,1,1,1
node_20_C,node_01_A,Fast,239,1,1,3
node_14_A,node_04_A,Fast,625,1,0,1
node_13_C,node_09_A,Fast,13,1,1,3
node_14_A,node_11_A,Fast,263,1,0,1
node_18_A,node_07_B,Fast,9,1,1,2
node_06_B,node_21_C,Fast,14,1,1,4
node_13_C,node_14_A,Fast,18,1,1,3
node_10_A,node_23_C,Fast,103,1,1,2
node_04_B,node_11_B,Fast,1628,1,1,4
node_10_C,node_21_B,Fast,17,1,1,4
node_02_B,node_21_C,Fast,297,1,1,4
node_12_A,node_27_C,Fast,263,1,0,2
node_01_C,node_17_A,Fast,17,1,1,3
node_20_B,node_10_A,Fast,334,1,1,3
node_26_B,node_21_B,Fast,19,1,1,4
node_01_A,node_12_C,Fast,40,1,1,2
node_11_A,node_13_A,Fast,128,1,1,1
node_04_A,node_16_C,Fast,396,1,1,2
node_22_C,node_18_A,Fast,11,1,1,3
node_01_A,node_16_B,Fast,54,1,1,2
node_13_B,node_25_C,Fast,14,1,1,4
node_27_A,node_10_C,Fast,104,1,1,2
node_06_B,node_03_A,Fast,13,1,1,3
node_08_A,node_18_B,Fast,33,1,1,2
node_03_C,node_09_A,Fast,25,1,1,3
node_09_A,node_25_B,Fast,196,1,1,2
node_10_A,node_27_C,Fast,272,1,0,2
node_14_C,node_07_B,Fast,39,1,1,4
node_13_B,node_14_B,Fast,175,1,0,4
node_01_B,node_08_C,Fast,30,1,1,4
node_27_C,node_10_B,Fast,280,1,1,4
node_21_A,node_12_A,Fast,30,1,1,1
node_18_A,node_06_B,Fast,7,1,1,2
node_08_B,node_09_C,Fast,433,1,1,4
node_13_B,node_07_C,Fast,27,1,1,4
node_21_B,node_03_A,Fast,10,1,1,3
node_15_B,node_10_C,Fast,7,1,1,4
node_17_C,node_04_B,Fast,331,1,0,4
node_23_A,node_27_A,Fast,1036,1,0,1
node_21_B,node_23_B,Fast,10,1,1,4
node_19_A,node_05_C,Fast,2,1,1,2
node_04_C,node_21_A,Fast,75,1,1,3
node_18_C,node_14_B,Fast,22,1,0,4
node_02_A,node_22_B,Fast,36,1,1,2
node_03_B,node_25_C,Fast,71,1,0,4
node_20_C,node_06_B,Fast,119,1,1,4
node_02_C,node_08_C,Fast,157,1,1,4
node_14_B,node_26_B,Fast,271,1,1,4
node_23_C,node_17_A,Fast,18,1,1,3
node_27_C,node_13_A,Fast,251,1,1,3
node_13_C,node_01_A,Fast,9,1,1,3
node_21_C,node_10_B,Fast,9,1,1,4
node_02_A,node_04_A,Fast,502,1,0,1
node_14_A,node_13_C,Fast,15,1,1,2
node_02_C,node_10_A,Fast,178,1,1,3
node_23_B,node_18_B,Fast,3,1,1,4
node_03_B,node_14_B,Fast,124,1,0,4
node_14_A,node_08_B,Fast,279,1,0,2
node_08_C,node_09_B,Fast,97,1,1,4
node_26_A,node_27_A,Fast,270,1,0,1
node_09_A,node_17_A,Fast,40,1,1,1
node_23_C,node_26_C,Fast,96,1,1,4
node_01_B,node_07_B,Fast,17,1,1,4
node_01_A,node_27_B,Fast,1,1,1,2
node_12_A,node_01_B,Fast,90,1,1,2
node_27_C,node_25_A,Fast,216,1,1,3
node_15_A,node_26_B,Fast,18,1,1,2
node_21_C,node_02_B,Fast,27,1,1,4
node_27_C,node_10_C,Fast,159,1,1,4
node_10_C,node_01_B,Fast,9,1,1,4
node_24_C,node_19_A,Fast,2,1,0,3
node_17_A,node_09_C,Fast,18,1,1,2
node_22_C,node_21_A,Fast,11,1,1,3
node_23_A,node_22_B,Fast,104,1,1,2
node_05_C,node_03_A,Fast,8,1,1,3
node_16_C,node_05_C,Fast,14,1,1,4
node_25_C,node_08_A,Fast,10,1,1,3
node_19_A,node_22_A,Fast,95,1,0,1
node_18_B,node_13_A,Fast,2,1,1,3
node_15_C,node_05_C,Fast,18,1,1,4
node_27_C,node_17_A,Fast,228,1,1,3
node_20_B,node_09_A,Fast,445,1,1,3
node_11_A,node_12_A,Fast,793,1,0,1
node_26_A,node_06_A,Fast,193,1,0,1
node_13_B,node_25_A,Fast,14,1,1,3
node_06_B,node_07_B,Fast,19,1,1,4
node_14_C,node_21_B,Fast,83,1,1,4
node_09_A,node_14_B,Fast,949,1,0,2
node_15_B,node_26_B,Fast,11,1,1,4
node_11_C,node_17_A,Fast,16,1,1,3
node_23_B,node_25_B,Fast,61,1,1,4
node_25_A,node_23_C,Fast,102,1,0,2
node_19_A,node_17_A,Fast,3,1,1,1
node_10_B,node_20_B,Fast,262,1,0,4
node_04_A,node_09_A,Fast,833,1,1,1
node_06_A,node_16_C,Fast,13,1,1,2
node_03_B,node_17_A,Fast,10,1,1,3
node_20_A,node_15_A,Fast,66,1,1,1
node_04_C,node_18_A,Fast,53,1,1,3
node_10_B,node_22_C,Fast,16,1,1,4
node_01_A,node_03_C,Fast,23,1,1,2
node_06_A,node_22_C,Fast,27,1,1,2
node_22_A,node_11_A,Fast,226,1,1,1
node_26_A,node_09_C,Fast,49,1,1,2
node_20_A,node_16_B,Fast,109,1,0,2
node_04_C,node_12_C,Fast,320,1,1,4
node_09_B,node_23_B,Fast,44,1,1,4
node_16_C,node_21_A,Fast,26,1,1,3
node_03_B,node_25_A,Fast,77,1,0,3
node_25_B,node_15_B,Fast,21,1,1,4
node_02_B,node_20_B,Fast,1166,1,0,4
node_17_C,node_18_A,Fast,35,1,1,3
node_03_A,node_15_C,Fast,22,1,1,2
node_08_A,node_14_C,Fast,258,1,0,2
node_01_B,node_24_C,Fast,3,1,1,4
node_06_B,node_16_C,Fast,6,1,1,4
node_04_C,node_16_C,Fast,77,1,1,4
node_12_B,node_19_B,Fast,4,1,1,4
node_15_C,node_22_A,Fast,52,1,1,3
node_04_C,node_24_B,Fast,7,1,1,4
node_20_A,node_12_C,Fast,28,1,1,2
node_24_C,node_01_A,Fast,5,1,0,3
node_06_A,node_14_A,Fast,125,1,0,1
node_15_B,node_13_A,Fast,19,1,1,3
node_12_C,node_09_B,Fast,59,1,1,4
node_01_A,node_18_C,Fast,2,1,1,2
node_16_B,node_24_B,Fast,6,1,1,4
node_16_A,node_08_B,Fast,552,1,0,2
node_20_C,node_09_B,Fast,428,1,1,4
node_01_A,node_08_C,Fast,22,1,1,2
node_24_A,node_19_B,Fast,7,1,0,2
node_12_C,node_13_A,Fast,23,1,1,3
node_11_B,node_26_C,Fast,35,1,1,4
node_03_B,node_13_A,Fast,7,1,1,3
node_20_C,node_06_A,Fast,91,1,1,3
node_27_C,node_18_A,Fast,133,1,1,3
node_27_C,node_05_C,Fast,167,1,1,4
node_14_C,node_03_C,Fast,77,1,1,4
node_11_A,node_10_A,Fast,135,1,1,1
node_25_C,node_20_C,Fast,47,1,0,4
node_13_A,node_08_A,Fast,76,1,1,1
node_03_B,node_16_A,Fast,6,1,1,3
node_08_A,node_04_C,Fast,190,1,1,2
node_12_B,node_13_B,Fast,11,1,1,4
node_20_A,node_07_B,Fast,23,1,1,2
node_03_C,node_25_A,Fast,68,1,0,3
node_27_A,node_12_B,Fast,414,1,1,2
node_20_C,node_25_A,Fast,157,1,1,3
node_10_B,node_09_C,Fast,34,1,1,4
node_16_A,node_08_C,Fast,117,1,1,2
node_27_C,node_03_B,Fast,209,1,1,4
node_16_A,node_10_C,Fast,299,1,0,2
node_18_A,node_08_C,Fast,7,1,1,2
node_08_B,node_06_A,Fast,137,1,1,3
node_14_C,node_03_A,Fast,89,1,1,3
node_26_B,node_13_C,Fast,7,1,1,4
node_18_C,node_11_B,Fast,1,1,1,4
node_17_A,node_21_B,Fast,41,1,0,2
node_13_B,node_20_B,Fast,154,1,0,4
node_18_A,node_16_A,Fast,9,1,1,1
node_21_C,node_11_B,Fast,12,1,1,4
node_22_A,node_18_A,Fast,185,1,1,1
node_20_C,node_19_B,Fast,15,1,1,4
node_22_B,node_26_C,Fast,5,1,1,4
node_11_A,node_15_B,Fast,601,1,0,2
node_23_C,node_21_C,Fast,38,1,1,4
node_12_C,node_11_B,Fast,63,1,1,4
node_27_C,node_02_A,Fast,612,1,1,3
node_24_C,node_15_B,Fast,3,1,0,4
node_04_C,node_16_B,Fast,271,1,1,4
node_22_A,node_24_C,Fast,6,1,1,2
node_07_C,node_04_A,Fast,451,1,0,3
node_04_B,node_16_A,Fast,1766,1,1,3
node_25_A,node_19_A,Fast,28,1,1,1
node_27_A,node_13_C,Fast,33,1,1,2
node_09_C,node_03_A,Fast,50,1,1,3
node_12_C,node_05_C,Fast,34,1,1,4
node_15_A,node_11_A,Fast,232,1,0,1
node_10_C,node_24_A,Fast,1,1,1,3
node_07_C,node_19_A,Fast,13,1,1,3
node_04_A,node_07_C,Fast,920,1,1,2
node_09_C,node_21_A,Fast,92,1,1,3
node_26_A,node_03_A,Fast,41,1,1,1
node_16_B,node_19_C,Fast,1,1,1,4
node_13_A,node_01_B,Fast,47,1,1,2
node_26_A,node_17_C,Fast,24,1,1,2
node_21_C,node_02_A,Fast,15,1,1,3
node_27_B,node_01_C,Fast,356,1,1,4
node_03_C,node_04_B,Fast,118,1,0,4
node_15_B,node_17_A,Fast,11,1,1,3
node_21_B,node_08_B,Fast,173,1,0,4
node_19_B,node_16_B,Fast,1,1,1,4
node_08_B,node_22_B,Fast,188,1,1,4
node_09_B,node_05_C,Fast,35,1,1,4
node_16_C,node_23_C,Fast,57,1,1,4
node_10_A,node_23_B,Fast,37,1,1,2
node_04_C,node_18_C,Fast,6,1,1,4
node_09_A,node_14_C,Fast,257,1,0,2
node_12_A,node_08_B,Fast,224,1,0,2
node_11_B,node_25_C,Fast,30,1,1,4
node_08_B,node_05_C,Fast,100,1,1,4
node_03_B,node_16_C,Fast,4,1,1,4
node_04_A,node_05_C,Fast,423,1,1,2
node_01_C,node_03_C,Fast,59,1,1,4
node_02_B,node_01_A,Fast,420,1,1,3
node_10_B,node_24_A,Fast,1,1,1,3
node_10_A,node_15_C,Fast,47,1,1,2
node_23_C,node_22_B,Fast,27,1,1,4
node_10_B,node_08_B,Fast,178,1,0,4
node_03_C,node_21_A,Fast,8,1,1,3
node_08_A,node_22_C,Fast,54,1,1,2
node_09_A,node_18_B,Fast,11,1,1,2
node_07_C,node_13_C,Fast,8,1,1,4
node_20_C,node_11_B,Fast,168,1,1,4
node_06_A,node_12_A,Fast,145,1,0,1
node_20_A,node_26_C,Fast,27,1,1,2
node_17_B,node_15_A,Fast,19,1,1,3
node_02_A,node_19_A,Fast,41,1,1,1
node_13_A,node_09_C,Fast,27,1,1,2
node_15_A,node_08_C,Fast,15,1,1,2
node_01_A,node_26_A,Fast,43,1,1,1
node_03_B,node_06_B,Fast,7,1,1,4
node_12_C,node_23_B,Fast,22,1,1,4
node_09_C,node_18_A,Fast,30,1,1,3
node_17_B,node_09_C,Fast,36,1,1,4
node_12_A,node_15_C,Fast,387,1,0,2
node_26_A,node_21_B,Fast,34,1,1,2
node_20_B,node_11_B,Fast,249,1,1,4
node_14_A,node_21_C,Fast,78,1,1,2
node_15_C,node_24_A,Fast,6,1,1,3
node_19_C,node_23_B,Fast,2,1,1,4
node_08_B,node_22_A,Fast,578,1,1,3
node_25_C,node_01_A,Fast,8,1,1,3
node_22_B,node_10_C,Fast,5,1,1,4
node_25_A,node_01_A,Fast,38,1,1,1
node_06_A,node_20_B,Fast,389,1,0,2
node_15_B,node_06_B,Fast,49,1,1,4
node_19_A,node_04_C,Fast,21,1,0,2
node_09_A,node_24_C,Fast,5,1,1,2
node_26_A,node_01_B,Fast,78,1,1,2
node_21_B,node_08_C,Fast,31,1,1,4
node_03_C,node_12_B,Fast,7,1,1,4
node_09_A,node_10_C,Fast,31,1,1,2
node_24_A,node_27_B,Fast,79,1,0,2
node_26_C,node_17_A,Fast,8,1,1,3
node_13_C,node_26_B,Fast,3,1,1,4
node_25_A,node_13_C,Fast,7,1,1,2
node_12_A,node_22_B,Fast,46,1,1,2
node_03_C,node_09_B,Fast,26,1,1,4
node_09_B,node_01_C,Fast,193,1,1,4
node_21_A,node_09_B,Fast,54,1,0,2
node_20_A,node_27_A,Fast,242,1,0,1
node_10_B,node_22_B,Fast,19,1,1,4
node_16_B,node_20_B,Fast,789,1,0,4
node_16_B,node_25_C,Fast,75,1,1,4
node_15_C,node_11_C,Fast,60,1,1,4
node_27_C,node_26_A,Fast,288,1,1,3
node_02_A,node_09_C,Fast,60,1,1,2
node_06_B,node_21_A,Fast,6,1,1,3
node_26_C,node_17_C,Fast,14,1,1,4
node_16_B,node_09_B,Fast,138,1,1,4
node_03_A,node_12_C,Fast,17,1,1,2
node_02_B,node_21_A,Fast,181,1,1,3
node_12_C,node_06_C,Fast,19,1,1,4
node_04_C,node_14_C,Fast,448,1,1,4
node_18_A,node_01_B,Fast,13,1,1,2
node_20_C,node_17_C,Fast,186,1,1,4
node_01_A,node_10_A,Fast,33,1,1,1
node_27_B,node_04_B,Fast,9215,1,0,4
node_08_A,node_05_B,Fast,143,1,1,2
node_13_A,node_16_A,Fast,548,1,0,1
node_13_B,node_06_A,Fast,11,1,1,3
node_13_A,node_20_B,Fast,329,1,0,2
node_02_A,node_06_C,Fast,15,1,1,2
node_18_B,node_06_B,Fast,2,1,1,4
node_26_A,node_14_A,Fast,197,1,0,1
node_22_C,node_26_B,Fast,4,1,1,4
node_18_A,node_13_C,Fast,4,1,1,2
node_01_C,node_05_C,Fast,20,1,1,4
node_09_C,node_08_B,Fast,506,1,0,4
node_26_C,node_13_B,Fast,14,1,1,4
node_09_B,node_03_B,Fast,49,1,1,4
node_15_B,node_01_A,Fast,71,1,1,3
node_15_C,node_22_B,Fast,11,1,1,4
node_04_B,node_01_B,Fast,1606,1,1,4
node_15_B,node_09_B,Fast,57,1,1,4
node_20_A,node_10_C,Fast,30,1,1,2
node_02_A,node_03_B,Fast,42,1,1,2
node_18_B,node_09_A,Fast,6,1,1,3
node_20_C,node_19_C,Fast,11,1,1,4
node_27_B,node_16_C,Fast,386,1,1,4
node_23_A,node_03_A,Fast,228,1,1,1
node_17_A,node_14_C,Fast,69,1,0,2
node_16_A,node_25_B,Fast,137,1,1,2
node_25_C,node_23_B,Fast,12,1,1,4
node_20_C,node_03_C,Fast,117,1,1,4
node_21_A,node_07_B,Fast,14,1,1,2
node_17_A,node_13_A,Fast,26,1,1,1
node_12_C,node_07_B,Fast,27,1,1,4
node_08_B,node_01_C,Fast,373,1,1,4
node_13_C,node_02_B,Fast,17,1,1,4
node_01_C,node_03_B,Fast,40,1,1,4
node_22_C,node_14_C,Fast,40,1,1,4
node_21_C,node_25_C,Fast,15,1,1,4
node_27_A,node_15_B,Fast,1139,1,0,2
node_26_B,node_15_B,Fast,27,1,1,4
node_23_A,node_03_C,Fast,212,1,1,2
node_17_B,node_06_C,Fast,1,1,1,4
node_09_A,node_05_B,Fast,137,1,1,2
node_11_A,node_25_A,Fast,200,1,1,1
node_04_A,node_25_B,Fast,1213,1,1,2
node_15_B,node_13_B,Fast,12,1,1,4
node_16_A,node_18_B,Fast,12,1,1,2
node_20_C,node_18_C,Fast,13,1,1,4
node_24_A,node_03_A,Fast,16,1,0,1
node_01_B,node_25_B,Fast,80,1,1,4
node_02_A,node_10_B,Fast,49,1,1,2
